Borough,Site type,Park/Site Name,Address,Latitude,Longitude
Manhattan,Outdoor,Hudson River Park,Pier 62 Garden Area,40.748683999999997,-74.008825000000002
Manhattan,Outdoor,Hudson River Park,Pier 62 Skate Park,40.748506999999996,-74.009282999999996
Manhattan,Outdoor,Hudson River Park,Pier 51 Playground,40.738145000000003,-74.010417000000004
Manhattan,Outdoor,Hudson River Park,Pier 84 (43 St Bike Shop),40.762839,-74.001011000000005
Manhattan,Outdoor,Hudson River Park,Pier 66 Seating Area,40.751987,-74.008443
Manhattan,Outdoor,Hudson River Park,Pier 95,40.770381,-73.995823999999999
Manhattan,Outdoor,Hudson River Park,Pier 40 Courtyard & Tunel,40.728833000000002,-74.011899
Manhattan,Outdoor,Hudson River Park,Tennis Courts,40.727097000000001,-74.011511999999996
Manhattan,Outdoor,Hudson River Park,60 Centre Street,40.714666000000001,-74.002176000000006
Manhattan,Outdoor,Hudson River Park,Battery Park Entrance (State St & Water St),40.702410999999998,-74.012878999999998
Manhattan,Outdoor,Hudson River Park,Essex St & Delancy St,40.702350000000003,-74.014392999999998
Manhattan,Outdoor,Hudson River Park,White Hall Ferry Terminal (Indoor & Outdoor),40.701307,-74.011998000000006
Manhattan,Outdoor ,Imagination Playground,Imagination Playground,40.706124,-74.004217
Manhattan,Outdoor ,Inwood Dyckman fields,Inwood Hill Park,40.87126,-73.930765
Manhattan,Outdoor ,Inwood Dyckman fields,Inwood Hill Park,40.872594,-73.930199
Manhattan,Outdoor ,Inwood Hill,Inwood Hill Park,40.867338,-73.929011
Manhattan,Indoor,Inwood Hill Nature Center,218 St & Indian Rd,40.87303,-73.918427
Manhattan,Outdoor ,J. Hood Wright,Jay Hood Wright Park,40.84637,-73.940825
Manhattan,Indoor,J. Hood Wright,Jay Hood Wright Park,40.84696,-73.940028
Manhattan,Indoor,Jackie Robinson,89 Bradhurst Ave,40.824297,-73.942288
Manhattan,Outdoor ,Jackson Square,Jackson Square,40.738952,-74.002882
Manhattan,Outdoor ,Jacob Javits Playground,Fort Tyron Park,40.859226,-73.934552
Manhattan,Outdoor ,Jacob Schiff,Jacob Schiff Playground ,40.820071,-73.952107
Manhattan,Outdoor ,John Jay Park,John Jay Park,40.769445,-73.949898
Manhattan,Greenthumb,"Life Spire (CRMD, Inc.)",2015 Lexington Avenue ,40.802588,-73.938468
Manhattan,Outdoor ,Lincoln Square,Broadway & 66 St,40.773715000000003,-73.981956999999994
Manhattan,Outdoor,Lincoln Square,Broadway & 63 St ,40.771372,-73.982072000000002
Manhattan,Greenthumb,Maggie's Garden,1547 Lexington Ave,40.828677,-73.948059
Manhattan,Outdoor ,McCaffry Plgd – Parks,W 43 St Btwn 8 & 9 Ave,40.758977,-73.991396
Manhattan,Greenthumb,Mobilization for Change Community Garden,955 Columbus Avenue ,40.799707,-73.962203
Manhattan,Outdoor ,Morningside Park,W 116 St,40.805621,-73.958455
Manhattan,Outdoor ,Morningside Park,Morningside Ave,40.80413,-73.958298
Manhattan,Outdoor ,Morningside Park,W 113 St,40.803133,-73.958336
Manhattan,Outdoor ,Morningside Park,Morningside Dr,40.801921,-73.960854
Manhattan,Greenthumb,Morris Jumel Ecological Garden,455-457 W 162nd Street ,40.835708,-73.939122
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 79 St & Columbus Ave,40.781936,-73.97542
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 78 St & Columbus Ave,40.781265,-73.975927
Manhattan,Outdoor ,Museum of Natural History/Planitarium,Central Park West,40.780558,-73.972924
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 81 St Loop,40.782175,-73.972256
Manhattan,Outdoor ,Museum of Natural History/Planitarium,W 81 St Loop,40.782665999999999,-73.973214999999996
Manhattan,Greenthumb,Our Little Green Acres (Garden Eight),275-277 W. 122nd St.,40.808183,-73.95205
Manhattan,Outdoor ,Park Row & Beekman Street,Outside Plaza  Entrance,40.711826000000002,-74.007142000000002
Manhattan,Greenthumb,Parks Council Success Garden- P.S. 175 I.S. 275,116-122 West 134th Street ,40.814478,-73.943498
Manhattan,Subproperty,Payson Playground,Inwood Hill Park,40.867205,-73.929121
Manhattan,Indoor,Pelham Fritz,18 Mount Morris Park,40.805463,-73.946284
Manhattan,Outdoor,Pier 25,"Pier 25 West End, Hudson River Park",40.720478,-74.016222999999997
Manhattan,Outdoor,Pier 25,Hudson River Park ,,
Manhattan,Outdoor,Pier 25 Mini Golf & Skate Park,Hudson River Park ,40.720176000000002,-74.013948999999997
Manhattan,Outdoor,Pier 25 Playground,"Pier 25 Playground West Gate, Hudson River Park",40.719714000000003,-74.012943000000007
Manhattan,Outdoor,Pier 40,"Pier 40 Courtyard & Tunnel, Hudson River Park",40.729170000000003,-74.011317000000005
Manhattan,Outdoor,Pier 40 Dog Run,"Pier 40, Hudson River Park",40.730379999999997,-74.011004999999997
Manhattan,Outdoor,Pier 40 Roof,"Pier 40, Hudson River Park",40.728828,-74.011903000000004
Manhattan,Outdoor,Pier 45,Hudson River Park ,40.732970999999999,-74.010874999999999
Manhattan,Outdoor,Pier 57,Hudson River Park ,40.743409999999997,-74.009
Manhattan,Outdoor,Pier 84 (44 St Park Building),Hudson River Park ,40.763247,-74.000041999999993
Manhattan,Greenthumb,Pleasant Village Community Garden,342-353 Pleasant Ave./502 E. 119th Street,40.796609,-73.931602
Manhattan,Outdoor,Promenade South,Hudson River Park ,40.707656,-74.015975999999995
Manhattan,Indoor,Rec Center  54,E 54 St Btwn 1 Ave & 2 Ave,40.756564,-73.965043
Manhattan,Outdoor ,Riverside Park- Plgd @ 83rd St.,Riverside Park,40.787059,-73.982257
Manhattan,Outdoor ,Rucker Park-parks,155 St & Frederick Douglass Blvd,40.829744,-73.936431
Manhattan,Outdoor ,Sara D. Roosevelt,Chrystie St,40.721035,-73.991596
Manhattan,Outdoor ,Seward park,Seward park,40.714603,-73.990111
Manhattan,Greenthumb,Sixth St. & Ave. B,78-92 Avenue B,40.724254,-73.982088
Manhattan,Outdoor ,Soho Parnership,Broadway &  Prince St ,40.724319000000001,-73.997827999999998
Manhattan,Outdoor ,Soho Partnership,Spring St & Lafayette St,40.722270000000002,-73.997287
Manhattan,Outdoor ,St. Catherine's ,St. Catherine's Park,40.76512,-73.958509
Manhattan,Outdoor ,St. Nicholas,135 St & St. Nicholas Ave,40.817272000000003,-73.948248000000007
Manhattan,Outdoor ,St. Vartan's ,St. Vartan's Park,40.744858,-73.973764
Manhattan,Outdoor ,Stuyvesant- Parks,East River Bikeway,40.73277,-73.97406
Manhattan,Outdoor ,Thomas Jefferson,Jefferson Park,40.793412,-73.937115
Manhattan,Outdoor ,Thomas Payne,Duane St & Centre St,40.714045,-74.003135
Manhattan,Outdoor ,Thomas Payne,Duane St & Lafayette St,40.714224,-74.003285
Manhattan,Outdoor ,Thomas Payne,Centre St & Worth St,40.715059,-74.002355
Manhattan,Outdoor ,Thomas Payne,Lafayette St & Worth St,40.715355,-74.002982
Manhattan,Outdoor ,Times Square,42 St Btwn Broadway & 7 Ave,40.755913999999997,-73.986711999999997
Manhattan,Outdoor ,Tompkins Square Park,Avenue A & E 7 St,40.72603,-73.983353
Manhattan,Outdoor ,Tompkins Square Park,Avenue A & St. Mark's Pl,40.726599,-73.982985
Manhattan,Outdoor ,Tompkins Square Park,Avenue B & E 8 St,40.725698,-73.980843
Manhattan,Indoor,Tony Dapolito,1 Clarkson St,40.729474,-74.005489
Manhattan,Outdoor ,Tribeca Partnership,Greenwich & North Moore,40.719979000000002,-74.010272000000001
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735243,-73.991012
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735219,-73.991603
Manhattan,Outdoor ,Union Square ,Union Square Park,40.735292,-73.991614
Manhattan,Outdoor ,Union Square ,Union Square Park,40.737023,-73.990324
Manhattan,Outdoor ,Union Square ,Union Square Park,40.736535,-73.989754
Manhattan,Outdoor ,Union Square ,Union Square Park,40.736122,-73.98963
Manhattan,Outdoor ,Union Square ,Union Square Park,40.73534,-73.990127
Manhattan,Outdoor ,Verdi Square,Verdi Square,40.77878,-73.981788
Manhattan,Outdoor ,Vesuvio Playground,Thompson St,40.72534,-74.002324
Manhattan,Outdoor ,Wall Street (South/Front),107 Wall Street,40.704695000000001,-74.006729000000007
Manhattan,Outdoor ,Wall Street (Water/Front),100 Wall Street,40.704918999999997,-74.007084000000006
Manhattan,Outdoor ,Warren & Greenwich,270 Greenwich Street,40.715575000000001,-74.011301000000003
Manhattan,Outdoor ,Washington Market Playground,Washington Market Park,40.717298,-74.011001
Manhattan,Outdoor ,Washington Square Park,Washington Square Park,40.729689,-73.99662
Manhattan,Greenthumb,West 124th Street Community Garden,West 124th Street and 5th Avenue ,40.806938,-73.945301
Manhattan,Outdoor ,West 4th St. Courts (PLGD),6 Ave Btwn W 3 St & W 4 St,40.731315,-74.000988
Manhattan,Outdoor ,West End Avenuw,West End Ave & 86 St,40.788756999999997,-73.977788000000004
Manhattan,Outdoor ,Whitehall Ferry Terminal,State Street outside Whitehall Ferry Terminal ,40.702334999999998,-74.014384000000007
Queens,Indoor,A.R.R.O.W. Field house,35-30 35 St,40.755803,-73.926310000000001
Queens,Outdoor ,Abe Wolfson,,40.728344,-73.815158999999994
Queens,Outdoor ,Addabo Park,Addabo Park,40.673136999999997,-73.854609999999994
Queens,Indoor,Al Oerter Rec Center ,131-40 Fowler Ave,40.751418000000001,-73.833843000000002
Queens,Indoor,Alley Pond Environmental,22806 Northern Blvd,40.762689999999999,-73.753297000000003
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.740062999999999,-73.734290999999999
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739522999999998,-73.734881000000001
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739294999999998,-73.735872999999998
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.738985999999997,-73.737665000000007
Queens,Subproperty,"Alley Springfield, picnic and athletic",Alley Pond Park,40.739758000000002,-73.735460000000003
Queens,Outdoor ,Astoria Park,Astoria Park S,40.776788000000003,-73.927530000000004
Queens,Outdoor ,Austin E,Ehrenreich-Austin Playground,40.715851000000001,-73.836995000000002
Queens,Greenthumb,B.C.C.A. Mini-Park and Garden,150-14 115th Drive ,40.683453,-73.79213
Queens,Outdoor ,Baisley Pond Park,155 St & 125 Ave,40.675268000000003,-73.786905000000004
Queens,Outdoor ,Baisley Pond Park,Lakeview Blvd & 118 Ave,40.682417999999998,-73.785392000000002
Queens,Outdoor ,Baisley Pond Park,155 St & 118 Ave,40.681365999999997,-73.787853999999996
Queens,Outdoor ,Bland Playground,Bland Playground,40.758381,-73.831007999999997
Queens,Greenthumb,Block Association #81,Inwood Stree between Lakewood & Shore Aves,40.690593999999997,-73.803821999999997
Queens,Outdoor ,Brookville Park,143 Ave,40.663460000000001,-73.741328999999993
Queens,Outdoor ,Brookville Park,232 St,40.661051,-73.746639000000002
Queens,Outdoor ,Brookville Park,147 Ave,40.657674,-73.748388000000006
Queens,Subproperty,Buzz O'Rourke Playground,Crocheron Park,40.770752999999999,-73.771739999999994
Queens,Outdoor ,Byrne Park,135 Ave btwn 131 St & 132 St,40.667504999999998,-73.807496
Queens,Outdoor ,Captain Tilly,Captain Tilly Park,40.712529000000004,-73.799377000000007
Queens,Subproperty,Charybdis plgd,Astoria Park,40.779896999999998,-73.922391000000005
Queens,Outdoor ,Crocheron Park,33 Rd & 215 Pl,40.772080000000003,-73.769437999999994
Queens,Greenthumb,Culinary Kids,30-15 Seagirt Blvd. @ Beach 31st Street,40.595548000000001,-73.762265999999997
Queens,Outdoor ,Cunningham Ballfields,Cunningham Park,40.736722,-73.770538000000002
Queens,Outdoor ,Cunningham Ballfields,Cunningham Park,40.735230000000001,-73.772082999999995
Queens,Outdoor ,Cunningham Picnic,Cunningham Park,40.730966000000002,-73.772458
Queens,Outdoor ,Cunningham Soccer,Cunningham Park,40.73836,-73.764990999999995
Queens,Outdoor ,Cunningham tennis courts,Cunningham Park,40.730117,-73.7727
Queens,Outdoor ,Cunningham tennis courts,Cunningham Park,40.729498999999997,-73.772887999999995
Queens,Outdoor ,Detective Keith Williams,Detective Keith Williams Park,40.701915,-73.783477000000005
Queens,Outdoor ,Elmhurst Park,Elmhurst Park,40.730193,-73.885301999999996
Queens,Outdoor ,Flushing Meadows Corona Park,United Nations Ave S,40.744249000000003,-73.844067999999993
Queens,Outdoor ,Flushing Meadows Corona Park,Amphitheater Bridge,40.740388000000003,-73.841879000000006
Queens,Outdoor ,Flushing Meadows Corona Park,Meadow Lake Trail E,40.737039000000003,-73.837856000000002
Queens,Outdoor ,Flushing Meadows Corona Park,Dinosaur Playground,40.735168999999999,-73.843434999999999
Queens,Outdoor ,Flushing Meadows Corona Park,Meadow Lake Trail W,40.7333,-73.841976000000003
Queens,Outdoor ,Flushing Meadows Corona Park,Baseball Field 13,40.728112000000003,-73.835592000000005
Queens,Outdoor ,Flushing Meadows Corona Park,Unisphere,40.746639000000002,-73.844583
Queens,Outdoor ,Flushing Meadows Corona Park,"Field 2, Avenue of Commerce",40.749150999999998,-73.840065999999993
Queens,Indoor,Flushing Meadows Pool,Avery Ave & 131 St,40.751882000000002,-73.837458999999996
Queens,Outdoor ,Forest Park,Bandshell,40.698413000000002,-73.857671999999994
Queens,Outdoor,Forest Park,Tennis Courts,40.697470000000003,-73.856663999999995
Queens,Outdoor,Forest Park,Dog Run,40.696640000000002,-73.860343999999998
Queens,Outdoor,Forest Park,Woodhaven Blvd & Park Lane S,40.697989999999997,-73.853295000000003
Queens,Outdoor,Forest Park,Victory Field Soccer & Running Track,40.701853999999997,-73.853144999999998
Queens,Outdoor,Forest Park,Victory Field Baseball,40.702292999999997,-73.854765
Queens,Outdoor,Forest Park,Myrtle Ave & Park Lane S,40.701272000000003,-73.841921999999997
Queens,Outdoor ,Fort Totten,Weaver Rd & Totten Ave,40.792357000000003,-73.777012999999997
Queens,Outdoor,Fort Totten,North Loop,40.794781,-73.779207
Queens,Outdoor,Fort Totten,Story Rd,40.792085,-73.774356999999995
Queens,Greenthumb,George Eagle Carr Community Garden,148th Street ,40.692405999999998,-73.794745000000006
Queens,Outdoor ,Glendale Playground,Glendale Playground,40.704591000000001,-73.881944000000004
Queens,Outdoor ,Greenthumb compound,10 St & Queens Plaza S,40.753635000000003,-73.947614999999999
Queens,Outdoor ,Grover Cleveland,Cleveland Park,40.710068999999997,-73.911456000000001
Queens,Outdoor,Grover Cleveland,Cleveland Park,40.71031,-73.911062999999999
Queens,Outdoor ,Hoffman Park,Hoffman Park,40.733134999999997,-73.871233000000004
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733142999999998,-73.871426999999997
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733068000000003,-73.870885000000001
Queens,Outdoor,Hoffman Park,Hoffman Park,40.732937999999997,-73.870915999999994
Queens,Outdoor,Hoffman Park,Hoffman Park,40.732700999999999,-73.871081000000004
Queens,Outdoor,Hoffman Park,Hoffman Park,40.733203000000003,-73.871821999999995
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.720689,-73.877521000000002
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.720412000000003,-73.876474000000002
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.719988000000001,-73.884692999999999
Queens,Outdoor,Juniper Valley Park,Juniper Valley Park,40.719841000000002,-73.882970999999998
Queens,Outdoor ,Kissena Park,Booth Memorial Ave ,40.742502000000002,-73.810260999999997
Queens,Outdoor,Kissena Park,Lithonia Ave ,40.749228000000002,-73.803657999999999
Queens,Outdoor,Kissena Park,Kissena Velodrome,40.744148000000003,-73.809332999999995
Queens,Outdoor,Kissena Park,Booth Memorial Ave ,40.742364000000002,-73.808518000000007
Queens,Outdoor,Kissena Park,Rose Ave,40.747886999999999,-73.809764999999999
Queens,Indoor,LBH Rec Center,93-29 Queens Blvd,40.732225999999997,-73.86515
Queens,Outdoor ,Marie Curie Playground,Marie Curie Park,40.757266000000001,-73.770977999999999
Queens,Outdoor ,McDonald Park,McDonald Park,40.721814999999999,-73.845511000000002
Queens,Outdoor,McDonald Park,McDonald Park,40.722011999999999,-73.846080000000001
Queens,Outdoor,McDonald Park,McDonald Park,40.722479999999997,-73.847476999999998
Queens,Indoor,Parks Academy,Flushing Meadows Corona Park,40.751632000000001,-73.843676000000002
Queens,Indoor,Passerelle ,Flushing Meadows Corona Park,40.751632000000001,-73.843676000000002
Queens,Indoor,Passerelle - Aquatics,Flushing Meadows Corona Park,40.750332999999998,-73.844099999999997
Queens,Outdoor ,Phil Rizzuto Park ,Phil Rizzuto Park ,40.694406999999998,-73.822115999999994
Queens,Subproperty,Playground for All Children,Flushing Meadows Corona Park,40.740882999999997,-73.849317999999997
Queens,Outdoor ,Pomonok Playground,Pomonok Playground,40.736170999999999,-73.814014
Queens,Indoor,Queens Hall of Science,47-01 111 St,40.747126999999999,-73.852214000000004
Queens,Indoor,Queens Museum,"New York City Building, Flushing Meadows Corona Park",40.745793999999997,-73.846728999999996
Queens,Indoor,Queens Theatre,14 United Nations Ave S,40.744152,-73.844476
Queens,Indoor,Queens Zoo,53-51 111 St,40.743599000000003,-73.850354999999993
Queens,Outdoor ,Rainey park,Rainey Park,40.765644000000002,-73.941158999999999
Queens,Outdoor ,Rockaway Beach ,B 105 St Boardwalk,40.580753999999999,-73.824935999999994
Queens,Outdoor,Rockaway Beach ,B 102 St Boardwalk,40.581400000000002,-73.823376999999994
Queens,Outdoor,Rockaway Beach ,B 100 St Boardwalk,40.582137000000003,-73.820126999999999
Queens,Outdoor,Rockaway Beach ,B 99 St Boardwalk,40.582478999999999,-73.819096999999999
Queens,Outdoor,Rockaway Beach ,B 97 St Boardwalk,40.582825,-73.817858000000001
Queens,Outdoor,Rockaway Beach ,B 95 St Boardwalk,40.583412000000003,-73.815483999999998
Queens,Outdoor,Rockaway Beach ,B 91 St Boardwalk,40.584150000000001,-73.812472
Queens,Outdoor,Rockaway Beach ,B 90 St Boardwalk,40.584400000000002,-73.811254000000005
Queens,Outdoor,Rockaway Beach ,B 81 St Boardwalk,40.585825999999997,-73.807265000000001
Queens,Outdoor,Rockaway Beach ,Bayside Pl Boardwalk,40.585104999999999,-73.809223000000003
Queens,Outdoor ,Rocket Park ,Rocket Park ,40.670613000000003,-73.846256999999994
Queens,Outdoor ,Roy Wilkens,Baisley Blvd,40.685918000000001,-73.769315000000006
Queens,Outdoor,Roy Wilkens,Roy Wilkens ,40.688248999999999,-73.773573999999996
Queens,Outdoor,Roy Wilkens,115 Ave & 175 St,40.691011000000003,-73.774207000000004
Queens,Outdoor ,Socrates Park,Socrates Park,40.768028999999999,-73.936159000000004
Queens,Indoor,Sorrentino ,1848 Cornaga Ave,40.602280999999998,-73.751564000000002
Queens,Outdoor ,Southern Fields ,Southern Pkwy,40.665379000000001,-73.824555000000004
Queens,Outdoor,Southern Fields ,Southern Pkwy,40.665627000000001,-73.826702999999995
Queens,Outdoor ,St. Michaels,St. Michael's Playground,40.758218999999997,-73.900278
Queens,Outdoor ,Steinway St,BW 34 St & Broadway,40.758155000000002,-73.919785000000005
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749844000000003,-73.914749999999998
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749547,-73.915139999999994
Queens,Outdoor ,Sunnyside Garden Park,Sunnyside Garden Park,40.749687000000002,-73.914270000000002
Queens,Outdoor ,Travers Park,Travers Park,40.754243000000002,-73.889364999999998
Queens,Subproperty,Underhill,Cunningham Park,40.741627999999999,-73.777361999999997
Queens,Greenthumb,William Simmons Community Garden Club,173 St,40.701650999999998,-73.783150000000006
Queens,Indoor,World ice rink,Flushing Meadows Corona Park,40.751913999999999,-73.837320000000005
Staten Island,Subproperty,Berry Homes ballfield,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.587445,-74.100364
Staten Island,Subproperty,Berry Homes ballfield,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.586439,-74.100257
Staten Island,Outdoor,150 St,New Dorp Lane & S Railroad Ave,40.574036,-74.116626999999994
Staten Island,Outdoor ,Bloomingdale Playgound,"Bloomingdale Park, Lenevar Ave & Ramona Ave",40.53514,-74.208524
Staten Island,Outdoor ,Bloomingdale Playgound,Bloomingdale Park ,40.533819,-74.210241
Staten Island,Outdoor ,Bloomingdale Playgound,"Bloomingdale Park, Richmond Pkwy & Lenevar Ave",40.531521,-74.207153
Staten Island,Outdoor ,Bloomingdale Playgound,Bloomingdale Park ,40.535174,-74.210125
Staten Island,Outdoor ,Cedar Grove Beach,Cedar Grove Beach,40.557382,-74.10392
Staten Island,Outdoor ,Cedar Grove Beach,Cedar Grove Beach,40.560272,-74.10104
Staten Island,Indoor,Clove lake garage complex,Clove Lake Park,40.620135,-74.118801
Staten Island,Indoor,Clove lake garage complex,Clove Lake Park,40.618744,-74.118278
Staten Island,Outdoor ,Cloves Lake,Clove Lake Park,40.613891,-74.113523
Staten Island,Outdoor ,Corporal Thompson Playground,CPL Thompson Park,40.637872,-74.118791
Staten Island,Indoor,DeMatti Playground,Thompkins Ave Btwn Chestnut Ave & Shaughnessy Ln,40.614615,-74.07412
Staten Island,Indoor,Faber Pool,Faber Pool and Park,40.640999,-74.135418
Staten Island,Indoor,Graniteville,Jennifer's Playground,40.6200556871,-74.1631154874
Staten Island,Indoor,Greenbelt Nature Center,700 Rockland Ave,40.588496,-74.138918
Staten Island,Outdoor ,Greenbelt Park ,,40.584516000000001,-74.125034999999997
Staten Island,Indoor,Greenbelt Rec Ctr,501 Brielle Ave,40.593686,-74.135646
Staten Island,Subproperty,John M. D'Amato Field,Miller Field,40.564469,-74.097531
Staten Island,Indoor,Lyons Pool,Tompkinsville Play Center,40.637596,-74.074802
Staten Island,Outdoor ,MacArthur Park,MacArthur Park,40.585877,-74.100975
Staten Island,Outdoor ,Mahony Playground,Crescent Ave Btwn Jersey St & Beechwood Ave,40.643368,-74.086066
Staten Island,Outdoor ,Midland Beach,Midland Playground,40.575019,-74.098706
Staten Island,Outdoor ,Midland Beach,"Midland Field, Bedford Ave ",40.57669,-74.098663
Staten Island,Outdoor ,Prall Playground,Forest Ave & Elizabeth St,40.628859,-74.118013
Staten Island,Outdoor ,Silver Lake Dog Run,Silver Lake Park,40.627186,-74.091985
Staten Island,Outdoor ,Silver Lake Tennis,Silver Lake Park,40.628358,-74.099058
Staten Island,Outdoor ,South Beach,,40.579312999999999,-74.077687999999995
Staten Island,Outdoor,Staten Island Ferry Terminal,Richmond Terrace,40.642709000000004,-74.075723999999994
Staten Island,Outdoor ,Staten Island Ferry Terminal,Richmond Terrace,40.642324000000002,-74.075489000000005
Staten Island,Outdoor ,Staten Island Ferry Terminal,Hyatt Ave,40.642302999999998,-74.076549
Staten Island,Indoor,Tottenville Pool,Hylan Blvd,40.505646,-74.235477
Staten Island,Outdoor ,Walker Park,Delafield Pl & Bard Ave,40.643799,-74.108845
Staten Island,Outdoor ,Walker Park,Davis Ave & Livingston Ct,40.642843,-74.11032
Staten Island,Outdoor ,Walker Park,Delafield Pl & Davis Ave,40.643449,-74.11046
Staten Island,Outdoor ,Walker Park,Livingston Ct & bard Ave ,40.643343,-74.108641
Staten Island,Indoor,West Brighton Pool,899 Henderson Ave ,40.637121,-74.119287
Staten Island,Outdoor ,Willowbrook Park,Willowbrook Park,40.603832,-74.158697
Staten Island,Outdoor ,Willowbrook Park,Willowbrook Park,40.603828,-74.16125
Staten Island,Outdoor ,Wolfe's Pond,Wolfe's Pond,40.517368,-74.190913
Staten Island,Outdoor ,Wolfe's Pond,Wolfe's Pond,40.518652000000003,-74.187309999999997
